"","X","word","sentiment"
"2498",2498,"constantly","trust"
"2499",2499,"consternation","anger"
"2500",2500,"consternation","fear"
"2501",2501,"consternation","negative"
"2502",2502,"constipation","disgust"
"2503",2503,"constipation","negative"
"2504",2504,"constitute","trust"
"2505",2505,"constitutional","positive"
"2506",2506,"constitutional","trust"
"2507",2507,"constrain","fear"
"2508",2508,"constrain","negative"
"2509",2509,"constrained","negative"
"2510",2510,"constraint","anger"
"2511",2511,"constraint","fear"
"2512",2512,"constraint","negative"
"2513",2513,"constraint","sadness"
"2514",2514,"construct","positive"
"2515",2515,"consul","trust"
"2516",2516,"consult","trust"
"2517",2517,"consummate","positive"
"2518",2518,"contact","positive"
"2519",2519,"contagion","anticipation"
"2520",2520,"contagion","disgust"
"2521",2521,"contagion","fear"
"2522",2522,"contagion","negative"
"2523",2523,"contagious","disgust"
"2524",2524,"contagious","fear"
"2525",2525,"contagious","negative"
"2526",2526,"contaminate","disgust"
"2527",2527,"contaminate","negative"
"2528",2528,"contaminated","disgust"
"2529",2529,"contaminated","fear"
"2530",2530,"contaminated","negative"
"2531",2531,"contaminated","sadness"
"2532",2532,"contamination","disgust"
"2533",2533,"contamination","negative"
"2534",2534,"contemplation","positive"
"2535",2535,"contempt","anger"
"2536",2536,"contempt","disgust"
"2537",2537,"contempt","fear"
"2538",2538,"contempt","negative"
"2539",2539,"contemptible","anger"
"2540",2540,"contemptible","disgust"
"2541",2541,"contemptible","negative"
"2542",2542,"contemptuous","anger"
"2543",2543,"contemptuous","negative"
"2544",2544,"content","joy"
"2545",2545,"content","positive"
"2546",2546,"content","trust"
"2547",2547,"contentious","anger"
"2548",2548,"contentious","disgust"
"2549",2549,"contentious","fear"
"2550",2550,"contentious","negative"
"2551",2551,"contingent","anticipation"
"2552",2552,"continuation","anticipation"
"2553",2553,"continue","anticipation"
"2554",2554,"continue","positive"
"2555",2555,"continue","trust"
"2556",2556,"contour","positive"
"2557",2557,"contraband","anger"
"2558",2558,"contraband","disgust"
"2559",2559,"contraband","fear"
"2560",2560,"contraband","negative"
"2561",2561,"contracted","negative"
"2562",2562,"contradict","anger"
"2563",2563,"contradict","negative"
"2564",2564,"contradiction","negative"
"2565",2565,"contradictory","negative"
"2566",2566,"contrary","negative"
"2567",2567,"contrasted","negative"
"2568",2568,"contravene","negative"
"2569",2569,"contravention","negative"
"2570",2570,"contribute","positive"
"2571",2571,"contributor","positive"
"2572",2572,"contributor","trust"
"2573",2573,"controversial","anger"
"2574",2574,"controversial","negative"
"2575",2575,"controversy","negative"
"2576",2576,"convenience","positive"
"2577",2577,"convenient","positive"
"2578",2578,"convent","positive"
"2579",2579,"convent","trust"
"2580",2580,"convention","positive"
"2581",2581,"convergence","anticipation"
"2582",2582,"conversant","positive"
"2583",2583,"conversational","positive"
"2584",2584,"convert","positive"
"2585",2585,"conveyancing","trust"
"2586",2586,"convict","anger"
"2587",2587,"convict","disgust"
"2588",2588,"convict","fear"
"2589",2589,"convict","negative"
"2590",2590,"convict","sadness"
"2591",2591,"conviction","negative"
"2592",2592,"convince","anticipation"
"2593",2593,"convince","positive"
"2594",2594,"convince","trust"
"2595",2595,"convinced","trust"
"2596",2596,"convincing","trust"
"2597",2597,"cool","positive"
"2598",2598,"coolness","positive"
"2599",2599,"coop","anger"
"2600",2600,"coop","disgust"
"2601",2601,"coop","negative"
"2602",2602,"cooperate","positive"
"2603",2603,"cooperating","positive"
"2604",2604,"cooperating","trust"
"2605",2605,"cooperation","positive"
"2606",2606,"cooperation","trust"
"2607",2607,"cooperative","positive"
"2608",2608,"cooperative","trust"
"2609",2609,"cop","fear"
"2610",2610,"cop","trust"
"2611",2611,"copy","negative"
"2612",2612,"copycat","anger"
"2613",2613,"copycat","disgust"
"2614",2614,"copycat","negative"
"2615",2615,"core","positive"
"2616",2616,"coronation","joy"
"2617",2617,"coronation","positive"
"2618",2618,"coronation","trust"
"2619",2619,"coroner","negative"
"2620",2620,"corporal","negative"
"2621",2621,"corporation","positive"
"2622",2622,"corporation","trust"
"2623",2623,"corporeal","positive"
"2624",2624,"corpse","disgust"
"2625",2625,"corpse","negative"
"2626",2626,"corpse","sadness"
"2627",2627,"correction","negative"
"2628",2628,"corrective","positive"
"2629",2629,"correctness","trust"
"2630",2630,"correspondence","anticipation"
"2631",2631,"correspondence","positive"
"2632",2632,"corroborate","positive"
"2633",2633,"corroborate","trust"
"2634",2634,"corroboration","trust"
"2635",2635,"corrosion","negative"
"2636",2636,"corrosive","fear"
"2637",2637,"corrosive","negative"
"2638",2638,"corrupt","negative"
"2639",2639,"corrupting","anger"
"2640",2640,"corrupting","disgust"
"2641",2641,"corrupting","fear"
"2642",2642,"corrupting","negative"
"2643",2643,"corrupting","sadness"
"2644",2644,"corruption","disgust"
"2645",2645,"corruption","negative"
"2646",2646,"corse","sadness"
"2647",2647,"cosmopolitan","positive"
"2648",2648,"cosmopolitan","trust"
"2649",2649,"cosy","positive"
"2650",2650,"couch","sadness"
"2651",2651,"cough","disgust"
"2652",2652,"cough","negative"
"2653",2653,"council","anticipation"
"2654",2654,"council","positive"
"2655",2655,"council","trust"
"2656",2656,"counsel","positive"
"2657",2657,"counsel","trust"
"2658",2658,"counsellor","anger"
"2659",2659,"counsellor","fear"
"2660",2660,"counsellor","negative"
"2661",2661,"counsellor","trust"
"2662",2662,"counselor","positive"
"2663",2663,"counselor","trust"
"2664",2664,"count","positive"
"2665",2665,"count","trust"
"2666",2666,"countdown","anticipation"
"2667",2667,"countess","positive"
"2668",2668,"countryman","trust"
"2669",2669,"county","trust"
"2670",2670,"coup","anger"
"2671",2671,"coup","surprise"
"2672",2672,"courage","positive"
"2673",2673,"courageous","fear"
"2674",2674,"courageous","positive"
"2675",2675,"courier","trust"
"2676",2676,"coursing","negative"
"2677",2677,"court","anger"
"2678",2678,"court","anticipation"
"2679",2679,"court","fear"
"2680",2680,"courteous","positive"
"2681",2681,"courtesy","positive"
"2682",2682,"courtship","anticipation"
"2683",2683,"courtship","joy"
"2684",2684,"courtship","positive"
"2685",2685,"courtship","trust"
"2686",2686,"cove","anticipation"
"2687",2687,"cove","disgust"
"2688",2688,"cove","fear"
"2689",2689,"cove","joy"
"2690",2690,"cove","positive"
"2691",2691,"covenant","positive"
"2692",2692,"covenant","trust"
"2693",2693,"cover","trust"
"2694",2694,"covet","negative"
"2695",2695,"coward","disgust"
"2696",2696,"coward","fear"
"2697",2697,"coward","negative"
"2698",2698,"coward","sadness"
"2699",2699,"cowardice","fear"
"2700",2700,"cowardice","negative"
"2701",2701,"cowardly","fear"
"2702",2702,"cowardly","negative"
"2703",2703,"coy","fear"
"2704",2704,"coyote","fear"
"2705",2705,"crabby","anger"
"2706",2706,"crabby","negative"
"2707",2707,"crack","negative"
"2708",2708,"cracked","anger"
"2709",2709,"cracked","fear"
"2710",2710,"cracked","negative"
"2711",2711,"cracking","negative"
"2712",2712,"cradle","anticipation"
"2713",2713,"cradle","joy"
"2714",2714,"cradle","positive"
"2715",2715,"cradle","trust"
"2716",2716,"craft","positive"
"2717",2717,"craftsman","positive"
"2718",2718,"cramp","anticipation"
"2719",2719,"cramp","negative"
"2720",2720,"cramped","negative"
"2721",2721,"crank","negative"
"2722",2722,"cranky","anger"
"2723",2723,"cranky","negative"
"2724",2724,"crap","disgust"
"2725",2725,"crap","negative"
"2726",2726,"craps","anticipation"
"2727",2727,"crash","fear"
"2728",2728,"crash","negative"
"2729",2729,"crash","sadness"
"2730",2730,"crash","surprise"
"2731",2731,"crave","anticipation"
"2732",2732,"craving","anticipation"
"2733",2733,"crawl","disgust"
"2734",2734,"crawl","negative"
"2735",2735,"crazed","anger"
"2736",2736,"crazed","fear"
"2737",2737,"crazed","negative"
"2738",2738,"crazy","anger"
"2739",2739,"crazy","fear"
"2740",2740,"crazy","negative"
"2741",2741,"crazy","sadness"
"2742",2742,"creaking","negative"
"2743",2743,"cream","anticipation"
"2744",2744,"cream","joy"
"2745",2745,"cream","positive"
"2746",2746,"cream","surprise"
"2747",2747,"create","joy"
"2748",2748,"create","positive"
"2749",2749,"creative","positive"
"2750",2750,"creature","disgust"
"2751",2751,"creature","fear"
"2752",2752,"creature","negative"
"2753",2753,"credence","positive"
"2754",2754,"credence","trust"
"2755",2755,"credential","positive"
"2756",2756,"credential","trust"
"2757",2757,"credibility","positive"
"2758",2758,"credibility","trust"
"2759",2759,"credible","positive"
"2760",2760,"credible","trust"
"2761",2761,"credit","positive"
"2762",2762,"credit","trust"
"2763",2763,"creditable","positive"
"2764",2764,"creditable","trust"
"2765",2765,"credited","positive"
"2766",2766,"creep","negative"
"2767",2767,"creeping","anticipation"
"2768",2768,"cremation","sadness"
"2769",2769,"crescendo","anticipation"
"2770",2770,"crescendo","joy"
"2771",2771,"crescendo","positive"
"2772",2772,"crescendo","surprise"
"2773",2773,"crescendo","trust"
"2774",2774,"crew","trust"
"2775",2775,"crime","anger"
"2776",2776,"crime","negative"
"2777",2777,"criminal","anger"
"2778",2778,"criminal","disgust"
"2779",2779,"criminal","fear"
"2780",2780,"criminal","negative"
"2781",2781,"criminality","anger"
"2782",2782,"criminality","disgust"
"2783",2783,"criminality","fear"
"2784",2784,"criminality","negative"
"2785",2785,"cringe","disgust"
"2786",2786,"cringe","fear"
"2787",2787,"cringe","negative"
"2788",2788,"cringe","sadness"
"2789",2789,"cripple","fear"
"2790",2790,"cripple","negative"
"2791",2791,"cripple","sadness"
"2792",2792,"crippled","negative"
"2793",2793,"crippled","sadness"
"2794",2794,"crisis","negative"
"2795",2795,"crisp","negative"
"2796",2796,"crisp","trust"
"2797",2797,"critic","negative"
"2798",2798,"criticism","anger"
"2799",2799,"criticism","negative"
"2800",2800,"criticism","sadness"
"2801",2801,"criticize","anger"
"2802",2802,"criticize","disgust"
"2803",2803,"criticize","fear"
"2804",2804,"criticize","negative"
"2805",2805,"criticize","sadness"
"2806",2806,"critique","positive"
"2807",2807,"critter","disgust"
"2808",2808,"crocodile","fear"
"2809",2809,"crook","negative"
"2810",2810,"cross","anger"
"2811",2811,"cross","fear"
"2812",2812,"cross","negative"
"2813",2813,"cross","sadness"
"2814",2814,"crouch","fear"
"2815",2815,"crouching","fear"
"2816",2816,"crouching","negative"
"2817",2817,"crowning","anticipation"
"2818",2818,"crowning","joy"
"2819",2819,"crowning","positive"
"2820",2820,"crowning","surprise"
"2821",2821,"crowning","trust"
"2822",2822,"crucial","positive"
"2823",2823,"crucial","trust"
"2824",2824,"cruciate","negative"
"2825",2825,"crucifixion","anger"
"2826",2826,"crucifixion","disgust"
"2827",2827,"crucifixion","fear"
"2828",2828,"crucifixion","negative"
"2829",2829,"crucifixion","sadness"
"2830",2830,"crude","disgust"
"2831",2831,"crude","negative"
"2832",2832,"cruel","anger"
"2833",2833,"cruel","disgust"
"2834",2834,"cruel","fear"
"2835",2835,"cruel","negative"
"2836",2836,"cruel","sadness"
"2837",2837,"cruelly","anger"
"2838",2838,"cruelly","fear"
"2839",2839,"cruelly","negative"
"2840",2840,"cruelty","anger"
"2841",2841,"cruelty","disgust"
"2842",2842,"cruelty","fear"
"2843",2843,"cruelty","negative"
"2844",2844,"cruelty","sadness"
"2845",2845,"crumbling","negative"
"2846",2846,"crumbling","sadness"
"2847",2847,"crunch","anger"
"2848",2848,"crunch","negative"
"2849",2849,"crusade","anger"
"2850",2850,"crusade","fear"
"2851",2851,"crusade","negative"
"2852",2852,"crushed","anger"
"2853",2853,"crushed","disgust"
"2854",2854,"crushed","fear"
"2855",2855,"crushed","negative"
"2856",2856,"crushed","sadness"
"2857",2857,"crushing","anger"
"2858",2858,"crushing","disgust"
"2859",2859,"crushing","fear"
"2860",2860,"crushing","negative"
"2861",2861,"crusty","disgust"
"2862",2862,"crusty","negative"
"2863",2863,"cry","negative"
"2864",2864,"cry","sadness"
"2865",2865,"crying","negative"
"2866",2866,"crying","sadness"
"2867",2867,"crypt","fear"
"2868",2868,"crypt","negative"
"2869",2869,"crypt","sadness"
"2870",2870,"crystal","positive"
"2871",2871,"cube","trust"
"2872",2872,"cuckold","disgust"
"2873",2873,"cuckold","negative"
"2874",2874,"cuckoo","negative"
"2875",2875,"cuddle","joy"
"2876",2876,"cuddle","positive"
"2877",2877,"cuddle","trust"
"2878",2878,"cue","anticipation"
"2879",2879,"culinary","positive"
"2880",2880,"culinary","trust"
"2881",2881,"cull","negative"
"2882",2882,"culmination","positive"
"2883",2883,"culpability","negative"
"2884",2884,"culpable","negative"
"2885",2885,"culprit","negative"
"2886",2886,"cult","fear"
"2887",2887,"cult","negative"
"2888",2888,"cultivate","anticipation"
"2889",2889,"cultivate","positive"
"2890",2890,"cultivate","trust"
"2891",2891,"cultivated","positive"
"2892",2892,"cultivation","positive"
"2893",2893,"culture","positive"
"2894",2894,"cumbersome","negative"
"2895",2895,"cumbersome","sadness"
"2896",2896,"cunning","negative"
"2897",2897,"cunning","positive"
"2898",2898,"cupping","disgust"
"2899",2899,"cupping","fear"
"2900",2900,"cupping","negative"
"2901",2901,"cupping","sadness"
"2902",2902,"cur","anger"
"2903",2903,"cur","disgust"
"2904",2904,"cur","fear"
"2905",2905,"cur","negative"
"2906",2906,"curable","positive"
"2907",2907,"curable","trust"
"2908",2908,"curiosity","anticipation"
"2909",2909,"curiosity","positive"
"2910",2910,"curiosity","surprise"
"2911",2911,"curl","positive"
"2912",2912,"curse","anger"
"2913",2913,"curse","disgust"
"2914",2914,"curse","fear"
"2915",2915,"curse","negative"
"2916",2916,"curse","sadness"
"2917",2917,"cursed","anger"
"2918",2918,"cursed","fear"
"2919",2919,"cursed","negative"
"2920",2920,"cursed","sadness"
"2921",2921,"cursing","anger"
"2922",2922,"cursing","disgust"
"2923",2923,"cursing","negative"
"2924",2924,"cursory","negative"
"2925",2925,"cushion","positive"
"2926",2926,"cussed","anger"
"2927",2927,"custodian","trust"
"2928",2928,"custody","trust"
"2929",2929,"customer","positive"
"2930",2930,"cute","positive"
"2931",2931,"cutter","fear"
"2932",2932,"cutter","negative"
"2933",2933,"cutters","positive"
"2934",2934,"cutthroat","anger"
"2935",2935,"cutthroat","fear"
"2936",2936,"cutthroat","negative"
"2937",2937,"cutting","anger"
"2938",2938,"cutting","disgust"
"2939",2939,"cutting","fear"
"2940",2940,"cutting","negative"
"2941",2941,"cutting","sadness"
"2942",2942,"cyanide","fear"
"2943",2943,"cyanide","negative"
"2944",2944,"cyclone","fear"
"2945",2945,"cyclone","negative"
"2946",2946,"cyclone","surprise"
"2947",2947,"cyst","fear"
"2948",2948,"cyst","negative"
"2949",2949,"cyst","sadness"
"2950",2950,"cystic","disgust"
"2951",2951,"cytomegalovirus","negative"
"2952",2952,"cytomegalovirus","sadness"
"2953",2953,"dabbling","anger"
"2954",2954,"dabbling","disgust"
"2955",2955,"dabbling","negative"
"2956",2956,"daemon","anger"
"2957",2957,"daemon","disgust"
"2958",2958,"daemon","fear"
"2959",2959,"daemon","negative"
"2960",2960,"daemon","sadness"
"2961",2961,"daemon","surprise"
"2962",2962,"daft","disgust"
"2963",2963,"daft","negative"
"2964",2964,"dagger","fear"
"2965",2965,"dagger","negative"
"2966",2966,"daily","anticipation"
"2967",2967,"damage","anger"
"2968",2968,"damage","disgust"
"2969",2969,"damage","negative"
"2970",2970,"damage","sadness"
"2971",2971,"damages","negative"
"2972",2972,"damages","sadness"
"2973",2973,"dame","anger"
"2974",2974,"dame","disgust"
"2975",2975,"dame","positive"
"2976",2976,"dame","trust"
"2977",2977,"damn","anger"
"2978",2978,"damn","disgust"
"2979",2979,"damn","negative"
"2980",2980,"damnation","anger"
"2981",2981,"damnation","fear"
"2982",2982,"damnation","negative"
"2983",2983,"damnation","sadness"
"2984",2984,"damned","negative"
"2985",2985,"damper","negative"
"2986",2986,"dance","joy"
"2987",2987,"dance","positive"
"2988",2988,"dance","trust"
"2989",2989,"dandruff","negative"
"2990",2990,"dandy","disgust"
"2991",2991,"dandy","negative"
"2992",2992,"danger","fear"
"2993",2993,"danger","negative"
"2994",2994,"danger","sadness"
"2995",2995,"dangerous","fear"
"2996",2996,"dangerous","negative"
"2997",2997,"dank","disgust"
"2998",2998,"dare","anticipation"
"2999",2999,"dare","trust"
"3000",3000,"daring","positive"
"3001",3001,"dark","sadness"
"3002",3002,"darken","fear"
"3003",3003,"darken","negative"
"3004",3004,"darken","sadness"
"3005",3005,"darkened","fear"
"3006",3006,"darkened","negative"
"3007",3007,"darkened","sadness"
"3008",3008,"darkness","anger"
"3009",3009,"darkness","fear"
"3010",3010,"darkness","negative"
"3011",3011,"darkness","sadness"
"3012",3012,"darling","joy"
"3013",3013,"darling","positive"
"3014",3014,"darling","trust"
"3015",3015,"dart","fear"
"3016",3016,"dashed","anger"
"3017",3017,"dashed","fear"
"3018",3018,"dashed","negative"
"3019",3019,"dashed","sadness"
"3020",3020,"dashing","positive"
"3021",3021,"dastardly","anger"
"3022",3022,"dastardly","disgust"
"3023",3023,"dastardly","fear"
"3024",3024,"dastardly","negative"
"3025",3025,"daughter","joy"
"3026",3026,"daughter","positive"
"3027",3027,"dawn","anticipation"
"3028",3028,"dawn","joy"
"3029",3029,"dawn","positive"
"3030",3030,"dawn","surprise"
"3031",3031,"dawn","trust"
"3032",3032,"dazed","negative"
"3033",3033,"deacon","trust"
"3034",3034,"deactivate","negative"
"3035",3035,"deadlock","negative"
"3036",3036,"deadly","anger"
"3037",3037,"deadly","disgust"
"3038",3038,"deadly","fear"
"3039",3039,"deadly","negative"
"3040",3040,"deadly","sadness"
"3041",3041,"deaf","negative"
"3042",3042,"deal","anticipation"
"3043",3043,"deal","joy"
"3044",3044,"deal","positive"
"3045",3045,"deal","surprise"
"3046",3046,"deal","trust"
"3047",3047,"dealings","trust"
"3048",3048,"dear","positive"
"3049",3049,"death","anger"
"3050",3050,"death","anticipation"
"3051",3051,"death","disgust"
"3052",3052,"death","fear"
"3053",3053,"death","negative"
"3054",3054,"death","sadness"
"3055",3055,"death","surprise"
"3056",3056,"debacle","fear"
"3057",3057,"debacle","negative"
"3058",3058,"debacle","sadness"
"3059",3059,"debate","positive"
"3060",3060,"debauchery","disgust"
"3061",3061,"debauchery","fear"
"3062",3062,"debauchery","negative"
"3063",3063,"debenture","anticipation"
"3064",3064,"debris","disgust"
"3065",3065,"debris","negative"
"3066",3066,"debt","negative"
"3067",3067,"debt","sadness"
"3068",3068,"debtor","negative"
"3069",3069,"decay","fear"
"3070",3070,"decay","negative"
"3071",3071,"decay","sadness"
"3072",3072,"decayed","disgust"
"3073",3073,"decayed","negative"
"3074",3074,"decayed","sadness"
"3075",3075,"deceased","negative"
"3076",3076,"deceased","sadness"
"3077",3077,"deceit","anger"
"3078",3078,"deceit","disgust"
"3079",3079,"deceit","fear"
"3080",3080,"deceit","negative"
"3081",3081,"deceit","sadness"
"3082",3082,"deceit","surprise"
"3083",3083,"deceitful","disgust"
"3084",3084,"deceitful","negative"
"3085",3085,"deceitful","sadness"
"3086",3086,"deceive","anger"
"3087",3087,"deceive","disgust"
"3088",3088,"deceive","negative"
"3089",3089,"deceive","sadness"
"3090",3090,"deceived","anger"
"3091",3091,"deceived","negative"
"3092",3092,"deceiving","negative"
"3093",3093,"deceiving","trust"
"3094",3094,"decency","positive"
"3095",3095,"decent","positive"
"3096",3096,"deception","negative"
"3097",3097,"deceptive","negative"
"3098",3098,"declaratory","positive"
"3099",3099,"declination","negative"
"3100",3100,"decline","negative"
"3101",3101,"declining","negative"
"3102",3102,"decompose","disgust"
"3103",3103,"decomposed","sadness"
"3104",3104,"decomposition","disgust"
"3105",3105,"decomposition","fear"
"3106",3106,"decomposition","negative"
"3107",3107,"decomposition","sadness"
"3108",3108,"decoy","surprise"
"3109",3109,"decrease","negative"
"3110",3110,"decrement","negative"
"3111",3111,"decrepit","negative"
"3112",3112,"decry","anger"
"3113",3113,"decry","negative"
"3114",3114,"dedication","positive"
"3115",3115,"deduct","negative"
"3116",3116,"deed","trust"
"3117",3117,"defamation","disgust"
"3118",3118,"defamation","fear"
"3119",3119,"defamation","negative"
"3120",3120,"defamatory","anger"
"3121",3121,"defamatory","negative"
"3122",3122,"default","disgust"
"3123",3123,"default","fear"
"3124",3124,"default","negative"
"3125",3125,"default","sadness"
"3126",3126,"defeat","negative"
"3127",3127,"defeated","negative"
"3128",3128,"defeated","sadness"
"3129",3129,"defect","anger"
"3130",3130,"defect","negative"
"3131",3131,"defection","fear"
"3132",3132,"defection","negative"
"3133",3133,"defective","disgust"
"3134",3134,"defective","negative"
"3135",3135,"defend","fear"
"3136",3136,"defend","positive"
"3137",3137,"defendant","anger"
"3138",3138,"defendant","fear"
"3139",3139,"defendant","sadness"
"3140",3140,"defended","positive"
"3141",3141,"defended","trust"
"3142",3142,"defender","positive"
"3143",3143,"defender","trust"
"3144",3144,"defending","positive"
"3145",3145,"defense","anger"
"3146",3146,"defense","anticipation"
"3147",3147,"defense","fear"
"3148",3148,"defense","positive"
"3149",3149,"defenseless","fear"
"3150",3150,"defenseless","negative"
"3151",3151,"defenseless","sadness"
"3152",3152,"deference","positive"
"3153",3153,"deference","trust"
"3154",3154,"deferral","negative"
"3155",3155,"defiance","anger"
"3156",3156,"defiance","disgust"
"3157",3157,"defiance","fear"
"3158",3158,"defiance","negative"
"3159",3159,"defiant","anger"
"3160",3160,"defiant","negative"
"3161",3161,"deficiency","negative"
"3162",3162,"deficit","negative"
"3163",3163,"definitive","positive"
"3164",3164,"definitive","trust"
"3165",3165,"deflate","anger"
"3166",3166,"deflate","negative"
"3167",3167,"deflate","sadness"
"3168",3168,"deflation","fear"
"3169",3169,"deflation","negative"
"3170",3170,"deform","disgust"
"3171",3171,"deform","negative"
"3172",3172,"deformed","disgust"
"3173",3173,"deformed","negative"
"3174",3174,"deformed","sadness"
"3175",3175,"deformity","disgust"
"3176",3176,"deformity","fear"
"3177",3177,"deformity","negative"
"3178",3178,"deformity","sadness"
"3179",3179,"defraud","anger"
"3180",3180,"defraud","disgust"
"3181",3181,"defraud","negative"
"3182",3182,"defunct","negative"
"3183",3183,"defunct","sadness"
"3184",3184,"defy","anger"
"3185",3185,"defy","fear"
"3186",3186,"defy","negative"
"3187",3187,"defy","sadness"
"3188",3188,"defy","surprise"
"3189",3189,"degeneracy","anger"
"3190",3190,"degeneracy","disgust"
"3191",3191,"degeneracy","negative"
"3192",3192,"degeneracy","sadness"
"3193",3193,"degenerate","negative"
"3194",3194,"degradation","negative"
"3195",3195,"degrade","disgust"
"3196",3196,"degrade","negative"
"3197",3197,"degrading","disgust"
"3198",3198,"degrading","fear"
"3199",3199,"degrading","negative"
"3200",3200,"degrading","sadness"
"3201",3201,"degree","positive"
"3202",3202,"delay","anger"
"3203",3203,"delay","disgust"
"3204",3204,"delay","fear"
"3205",3205,"delay","negative"
"3206",3206,"delay","sadness"
"3207",3207,"delayed","negative"
"3208",3208,"delectable","positive"
"3209",3209,"delegate","positive"
"3210",3210,"delegate","trust"
"3211",3211,"deleterious","anger"
"3212",3212,"deleterious","disgust"
"3213",3213,"deleterious","fear"
"3214",3214,"deleterious","negative"
"3215",3215,"deletion","negative"
"3216",3216,"deliberate","positive"
"3217",3217,"delicious","joy"
"3218",3218,"delicious","positive"
"3219",3219,"delight","anticipation"
"3220",3220,"delight","joy"
"3221",3221,"delight","positive"
"3222",3222,"delighted","anticipation"
"3223",3223,"delighted","joy"
"3224",3224,"delighted","positive"
"3225",3225,"delighted","surprise"
"3226",3226,"delightful","anticipation"
"3227",3227,"delightful","joy"
"3228",3228,"delightful","positive"
"3229",3229,"delightful","trust"
"3230",3230,"delinquency","negative"
"3231",3231,"delinquent","anger"
"3232",3232,"delinquent","disgust"
"3233",3233,"delinquent","negative"
"3234",3234,"delirious","negative"
"3235",3235,"delirious","sadness"
"3236",3236,"delirium","disgust"
"3237",3237,"delirium","negative"
"3238",3238,"delirium","sadness"
"3239",3239,"deliverance","anticipation"
"3240",3240,"deliverance","joy"
"3241",3241,"deliverance","positive"
"3242",3242,"deliverance","trust"
"3243",3243,"delivery","anticipation"
"3244",3244,"delivery","positive"
"3245",3245,"deluge","fear"
"3246",3246,"deluge","negative"
"3247",3247,"deluge","sadness"
"3248",3248,"deluge","surprise"
"3249",3249,"delusion","anger"
"3250",3250,"delusion","fear"
"3251",3251,"delusion","negative"
"3252",3252,"delusion","sadness"
"3253",3253,"delusional","anger"
"3254",3254,"delusional","fear"
"3255",3255,"delusional","negative"
"3256",3256,"demand","anger"
"3257",3257,"demand","negative"
"3258",3258,"demanding","negative"
"3259",3259,"demented","fear"
"3260",3260,"demented","negative"
"3261",3261,"dementia","fear"
"3262",3262,"dementia","negative"
"3263",3263,"dementia","sadness"
"3264",3264,"demise","fear"
"3265",3265,"demise","negative"
"3266",3266,"demise","sadness"
"3267",3267,"democracy","positive"
"3268",3268,"demolish","anger"
"3269",3269,"demolish","negative"
"3270",3270,"demolish","sadness"
"3271",3271,"demolition","negative"
"3272",3272,"demon","anger"
"3273",3273,"demon","disgust"
"3274",3274,"demon","fear"
"3275",3275,"demon","negative"
"3276",3276,"demon","sadness"
"3277",3277,"demonic","anger"
"3278",3278,"demonic","disgust"
"3279",3279,"demonic","fear"
"3280",3280,"demonic","negative"
"3281",3281,"demonic","sadness"
"3282",3282,"demonstrable","positive"
"3283",3283,"demonstrative","joy"
"3284",3284,"demonstrative","positive"
"3285",3285,"demonstrative","sadness"
"3286",3286,"demoralized","fear"
"3287",3287,"demoralized","negative"
"3288",3288,"demoralized","sadness"
"3289",3289,"denial","negative"
"3290",3290,"denied","negative"
"3291",3291,"denied","sadness"
"3292",3292,"denounce","anger"
"3293",3293,"denounce","disgust"
"3294",3294,"denounce","negative"
"3295",3295,"dentistry","fear"
"3296",3296,"denunciation","anger"
"3297",3297,"denunciation","disgust"
"3298",3298,"denunciation","fear"
"3299",3299,"denunciation","negative"
"3300",3300,"deny","anger"
"3301",3301,"deny","negative"
"3302",3302,"denying","anticipation"
"3303",3303,"denying","negative"
"3304",3304,"depart","anticipation"
"3305",3305,"depart","sadness"
"3306",3306,"departed","negative"
"3307",3307,"departed","sadness"
"3308",3308,"departure","negative"
"3309",3309,"departure","sadness"
"3310",3310,"depend","anticipation"
"3311",3311,"depend","trust"
"3312",3312,"dependence","fear"
"3313",3313,"dependence","negative"
"3314",3314,"dependence","sadness"
"3315",3315,"dependency","negative"
"3316",3316,"dependent","negative"
"3317",3317,"dependent","positive"
"3318",3318,"dependent","trust"
"3319",3319,"deplorable","anger"
"3320",3320,"deplorable","disgust"
"3321",3321,"deplorable","fear"
"3322",3322,"deplorable","negative"
"3323",3323,"deplorable","sadness"
"3324",3324,"deplore","anger"
"3325",3325,"deplore","disgust"
"3326",3326,"deplore","negative"
"3327",3327,"deplore","sadness"
"3328",3328,"deport","fear"
"3329",3329,"deport","negative"
"3330",3330,"deport","sadness"
"3331",3331,"deportation","anger"
"3332",3332,"deportation","fear"
"3333",3333,"deportation","negative"
"3334",3334,"deportation","sadness"
"3335",3335,"depository","trust"
"3336",3336,"depraved","anger"
"3337",3337,"depraved","anticipation"
"3338",3338,"depraved","disgust"
"3339",3339,"depraved","fear"
"3340",3340,"depraved","negative"
"3341",3341,"depraved","sadness"
"3342",3342,"depravity","anger"
"3343",3343,"depravity","disgust"
"3344",3344,"depravity","negative"
"3345",3345,"depreciate","anger"
"3346",3346,"depreciate","disgust"
"3347",3347,"depreciate","negative"
"3348",3348,"depreciated","anger"
"3349",3349,"depreciated","disgust"
"3350",3350,"depreciated","fear"
"3351",3351,"depreciated","negative"
"3352",3352,"depreciated","sadness"
"3353",3353,"depreciation","fear"
"3354",3354,"depreciation","negative"
"3355",3355,"depress","fear"
"3356",3356,"depress","negative"
"3357",3357,"depress","sadness"
"3358",3358,"depressed","anger"
"3359",3359,"depressed","fear"
