"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","They let anyone drive an Uber nowadays right? Because bro.",FALSE,0,NA,2021-03-25 00:58:46,FALSE,NA,"1374888453574385666",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Coolguysir",0,FALSE,FALSE,NA,NA
"2","haven’t driven in weeks and my ass just got hit smh this is why I uber everywhere 😭😭😤😤",FALSE,0,NA,2021-03-25 00:58:36,FALSE,NA,"1374888414009417728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daisymquinones",0,FALSE,FALSE,NA,NA
"3","Dirt Oval Uber Alles https://t.co/7xDWmPtUPg",FALSE,0,NA,2021-03-25 00:58:35,FALSE,NA,"1374888409328545799",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tommy44Vercetti",0,FALSE,FALSE,NA,NA
"4","RT @MarioHTXX: Y’all done pissed Uber off, lol since when they do this? https://t.co/iIN2ehL2Pc",FALSE,0,NA,2021-03-25 00:58:34,FALSE,NA,"1374888406006829057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kingducas",6,TRUE,FALSE,NA,NA
"5","@IRLBabynikki @sweetdreamsh1 @nafengg Don't sell urself short either ur Uber talented too",FALSE,0,"IRLBabynikki",2021-03-25 00:58:28,FALSE,"1374874635259375617","1374888378324328449","3144035578","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hack5Lil",0,FALSE,FALSE,NA,NA
"6","This Uber driver is about to get choked out bro",FALSE,0,NA,2021-03-25 00:58:22,FALSE,NA,"1374888352453812225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brittanyg149",0,FALSE,FALSE,NA,NA
"7","@ashley_x7 We definitely want to follow up. Please check the message we've sent via DM. Thank you.",FALSE,0,"ashley_x7",2021-03-25 00:58:15,FALSE,"1374872558563119104","1374888323655872520","509646579","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Uber_Support",0,FALSE,FALSE,NA,NA
"8","@Uber_Support @ubereats I'm trying to schedule an order for tomorrow.  Every time I try to place the order on eithe… https://t.co/4SiWKrTm8I",FALSE,0,"Uber_Support",2021-03-25 00:58:11,TRUE,NA,"1374888307222528008","2815754953","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","katgarber",0,FALSE,FALSE,NA,NA
"9","@G20YT We now go live to your skip/Uber driver delivering your food https://t.co/gRdMfKhJyO",FALSE,1,"G20YT",2021-03-25 00:58:09,FALSE,"1374886677638959112","1374888297818886145","1319285864","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcduster705",0,FALSE,FALSE,NA,NA
"10","RT @draggles: when you're in the back of the uber and the synthwave hits https://t.co/zle07jfiaW",FALSE,0,NA,2021-03-25 00:57:55,FALSE,NA,"1374888241636184069",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JumaraloHexCore",5,TRUE,FALSE,NA,NA
"11","me declining uber surge prices https://t.co/jKi5ssks6H",FALSE,0,NA,2021-03-25 00:57:42,FALSE,NA,"1374888188095893504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eneneyenenaye",0,FALSE,FALSE,NA,NA
"12","I’m like yo wtf?! Thankfully he didn’t stop or try to get out his car. The scary part is he had an Uber sticker on… https://t.co/18RVbboRlw",FALSE,0,"alyssiasweet7",2021-03-25 00:57:40,TRUE,"1374886566691233793","1374888178075770880","4687404229","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alyssiasweet7",0,FALSE,FALSE,NA,NA
"13","Uber addicted",FALSE,0,NA,2021-03-25 00:57:30,FALSE,NA,"1374888137411989509",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MatteoRovedo",0,FALSE,FALSE,NA,NA
"14","@DeborahBrimlow We understand that this has been frustrating. We'd like to look into this. Please send us a DM with… https://t.co/Iqdh57O8SZ",FALSE,0,"DeborahBrimlow",2021-03-25 00:57:27,TRUE,"1374880456462774274","1374888121775570945","1660624992","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Uber_Support",0,FALSE,FALSE,NA,NA
"15","@ArcanneFifo Uber home office",FALSE,0,"ArcanneFifo",2021-03-25 00:57:24,FALSE,"1374886059893530624","1374888111906430983","49497310","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","psycleber",0,FALSE,FALSE,NA,NA
"16","@BankXRP @LordVXrp AMZN UBER ... u name it.",FALSE,0,"BankXRP",2021-03-25 00:57:20,FALSE,"1374850986808840192","1374888092675493890","937342499093471232","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BlackberryXRP",0,FALSE,FALSE,NA,NA
"17","RT @DarakshanRaja: He was killed In the Navy Yard area while delivering Uber Eats. He is Pakistani. Those responsible for his death are kid…",FALSE,0,NA,2021-03-25 00:57:18,FALSE,NA,"1374888085071273984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","planetzainab",7,TRUE,FALSE,NA,NA
"18","RT @karol: Ordered up an Uber. App asks me to confirm I’ll wear a mask. Check. App then asks me to take a photo of myself in the mask. Ummm…",FALSE,0,NA,2021-03-25 00:57:07,FALSE,NA,"1374888038715830276",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RDTBook",22,TRUE,FALSE,NA,NA
"19","@jerriwrites What if Ash found out, but since she knew if Tobi was caught he'd probably be put in prison for life o… https://t.co/zFVlU2xx8p",FALSE,0,"jerriwrites",2021-03-25 00:56:55,TRUE,"1374747848017907716","1374887990896455680","882575915271716864","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Uber_Anne",0,FALSE,FALSE,NA,NA
"20","RT @DarakshanRaja: He was killed In the Navy Yard area while delivering Uber Eats. He is Pakistani. Those responsible for his death are kid…",FALSE,0,NA,2021-03-25 00:56:46,FALSE,NA,"1374887951017123841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","umakals",7,TRUE,FALSE,NA,NA
"21","my boyfriend would not let me drive his car for shit &amp; now his shit wrecked and he wanna drive mine🤣🤣 ant aht call a uber",FALSE,0,NA,2021-03-25 00:56:38,FALSE,NA,"1374887920025354244",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","boyslovenee",0,FALSE,FALSE,NA,NA
"22","@AGBecerra needs to investigate @Uber for #fraud. Their driver cancels a ride because he doesn't understand English… https://t.co/EIt2Hk1jxM",FALSE,0,"AGBecerra",2021-03-25 00:56:31,TRUE,NA,"1374887890036133888","133832049","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HarryScheeler",0,FALSE,FALSE,NA,NA
