"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @_SJPeace_: Mohammad, Anwar- a frontline HERO was killed in an attempted car hijacking by 2 teenage girls

This 66 year old man immigrat…",FALSE,0,NA,2021-03-29 21:19:40,FALSE,NA,"1376645255655751681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Barybaig",4885,TRUE,FALSE,NA,NA
"2","uber norm is facebook takes can be too much to handle at times",FALSE,0,NA,2021-03-29 21:19:34,FALSE,NA,"1376645231093907463",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neilrao",0,FALSE,FALSE,NA,NA
"3","RT @BigBattyVulpix: If y'all let our Jamaican app ""Get There"" fail, just to welcome and make Uber successful, imma be so disgusted. 

Suppo…",FALSE,0,NA,2021-03-29 21:19:30,FALSE,NA,"1376645212513181696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","a_j_francis",37,TRUE,FALSE,NA,NA
"4","Please don’t RT any Watson stuff or the video of the Uber driver in DC being killed... Both situations are awful an… https://t.co/bkTNr2j7po",FALSE,0,NA,2021-03-29 21:19:28,TRUE,NA,"1376645207492550666",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MartyVMcfly",0,FALSE,FALSE,NA,NA
"5","Frankie’s down bad .. they be on Uber eats under different names 😂",FALSE,0,NA,2021-03-29 21:19:28,FALSE,NA,"1376645206276247556",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stacks__Dinero",0,FALSE,FALSE,NA,NA
"6","Talking from experience. Watching yall is disappointing. People think getting the vaccine is an open invitation to… https://t.co/5b5RN4oKO0",FALSE,0,NA,2021-03-29 21:19:26,TRUE,NA,"1376645198869069832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShereenNicole",0,FALSE,FALSE,NA,NA
"7","And, even more depressingly, the rot, like mold, expands. All those Uber and Facebook millionaires aren't going to… https://t.co/yLccxBzfUW",FALSE,0,"roeiwrites",2021-03-29 21:19:24,TRUE,"1376644631509659651","1376645189553414144","175021806","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","roeiwrites",0,FALSE,FALSE,NA,NA
"8","RT @_SJPeace_: Mohammad, Anwar- a frontline HERO was killed in an attempted car hijacking by 2 teenage girls

This 66 year old man immigrat…",FALSE,0,NA,2021-03-29 21:19:23,FALSE,NA,"1376645182565851141",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HBMWildz",4885,TRUE,FALSE,NA,NA
"9","While the biggest story on TV was #StopAAPIHate, residents in a city that went 92% for Biden simply watched 2 teena… https://t.co/6Q7EomirRd",FALSE,0,NA,2021-03-29 21:19:17,TRUE,NA,"1376645158125592578",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TianaTheFirst",0,FALSE,FALSE,NA,NA
"10","@Uber I am surprised to see the confidence of your driver's. First of all they are refusing to come to pickup and t… https://t.co/tbYiwofvmn",FALSE,0,"Uber",2021-03-29 21:19:16,TRUE,NA,"1376645154480685057","19103481","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheZain_Kapadia",0,FALSE,FALSE,NA,NA
