"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","after paying my stage fee, tipping security and the DJ, and then paying for my Uber home, i was left with literally $12 today. what the fuck",FALSE,0,NA,2021-03-30 00:45:58,FALSE,NA,"1376697174352744450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ditsiestdaisy",0,FALSE,FALSE,NA,NA
"2","@FoxNews To hear Juan Williams so callously dismiss the murder of an Uber eats driver by calling it ""a Joy ride gon… https://t.co/ByLeFeo0de",FALSE,0,"FoxNews",2021-03-30 00:45:57,TRUE,NA,"1376697169701376006","1367531","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JetCat17",0,FALSE,FALSE,NA,NA
"3","Planned class action suit by Uber drivers gets support
https://t.co/WcfmY2OGYs",FALSE,0,NA,2021-03-30 00:45:57,FALSE,NA,"1376697167427985408",NA,"<a href=""https://www.fs-poster.com"" rel=""nofollow"">FS Poster</a>","RideshareAZ",0,FALSE,FALSE,NA,NA
"4","RT @AsmaMaloumiDYP: yesterday two teens in DC attempted to hijack a pakistani uber driver’s car &amp; crashed it. the video shows his body lyin…",FALSE,0,NA,2021-03-30 00:45:55,FALSE,NA,"1376697158561243138",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","virusronvirus",3517,TRUE,FALSE,NA,NA
"5","RT @AsraNomani: Tale of two headlines. 

White man kills Asian women --&gt; ""White supremacy"" ""haunting"" ""Asian Americans"" 

Two Black girls k…",FALSE,0,NA,2021-03-30 00:45:54,FALSE,NA,"1376697158074765315",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Phatterthanme",3736,TRUE,FALSE,NA,NA
"6","RT @GeorgiaLogCabin: Teen girls charged with killing South Asian man in DC carjacking https://t.co/wA9mErKSNm",FALSE,0,NA,2021-03-30 00:45:53,FALSE,NA,"1376697151334592513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Filamleis",78,TRUE,FALSE,NA,NA
"7","RT @BigBattyVulpix: If y'all let our Jamaican app ""Get There"" fail, just to welcome and make Uber successful, imma be so disgusted. 

Suppo…",FALSE,0,NA,2021-03-30 00:45:53,FALSE,NA,"1376697151279992832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_msjoness",194,TRUE,FALSE,NA,NA
"8","RT @ayoair: You really gotta choose between losing ur parking spot, spending $60 on an Uber, or risking ur life on the train if u plan on l…",FALSE,0,NA,2021-03-30 00:45:53,FALSE,NA,"1376697150302732288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KatKiballa",62,TRUE,FALSE,NA,NA
"9","C’mon Gad, CNN said it was an accident. 

Who’s never accidentally tazed an Uber eats driver before carjacking him… https://t.co/r26oED6voY",FALSE,0,NA,2021-03-30 00:45:52,TRUE,NA,"1376697147496742915",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TDubsGoonSquad",0,FALSE,FALSE,NA,NA
"10","RT @Sash_Shere: 📍 Jamaica Opportunity 🇯🇲 

Uber will be coming to Jamaica &amp; they’re looking for a drivers. 

Hopefully it also provides a s…",FALSE,0,NA,2021-03-30 00:45:50,FALSE,NA,"1376697139917688835",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReenyAlleyne",19,TRUE,FALSE,NA,NA
"11","RT @atensnut: We haven’t heard much about the Virginia Beach mass shootings or the Death and carjacking of an Uber driver because the suspe…",FALSE,0,NA,2021-03-30 00:45:48,FALSE,NA,"1376697133097684996",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Kelly22940912",3861,TRUE,FALSE,NA,NA
"12","RT @AshAlexiss: I can’t believe how hard it is to get an Uber or Lyft in LA &amp; if you do get one.. it’s 3X the price. 😡",FALSE,0,NA,2021-03-30 00:45:43,FALSE,NA,"1376697111299821569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thomasmarinojr",1,TRUE,FALSE,NA,NA
"13","@baby_pluto_1 Two young girls tried to steal a Uber drivers car, tased him, they drove off with him hanging out of… https://t.co/mso1xKqHkb",FALSE,0,"baby_pluto_1",2021-03-30 00:45:40,TRUE,"1376696099730231298","1376697097693630471","1021156347700760582","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DivinePassion__",0,FALSE,FALSE,NA,NA
"14","@PalmerReport Hilarious spin of what happened. Why not speak about Juan Williams saying the murder of an Uber drive… https://t.co/FCPEMtSVPm",FALSE,0,"PalmerReport",2021-03-30 00:45:33,TRUE,"1376680224902033410","1376697067582668811","15115280","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SaintLou17",0,FALSE,FALSE,NA,NA
"15","@Uber_Support Will do",FALSE,0,"Uber_Support",2021-03-30 00:45:33,FALSE,"1376695928216780803","1376697066748059653","2815754953","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashleymarieh",0,FALSE,FALSE,NA,NA
"16","@pinkybluetick @justinbaragona Yeah, and I bet you think those two girls were just ""joyriding"" when they killed tha… https://t.co/zUqJRXGsRF",FALSE,0,"pinkybluetick",2021-03-30 00:45:30,TRUE,"1376694692532920325","1376697057243717632","1385980674","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BubbaBD",0,FALSE,FALSE,NA,NA
"17","@tariqnasheed Which murderous degenerates are you talking about?  The virginia beach mass shooters?  Those two girl… https://t.co/NXyLbwveAf",FALSE,0,"tariqnasheed",2021-03-30 00:45:28,TRUE,"1376630836439654402","1376697046233722882","16948493","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Globetrotter42O",0,FALSE,FALSE,NA,NA
"18","RT @AsmaMaloumiDYP: yesterday two teens in DC attempted to hijack a pakistani uber driver’s car &amp; crashed it. the video shows his body lyin…",FALSE,0,NA,2021-03-30 00:45:27,FALSE,NA,"1376697041561260046",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soopergnar",3517,TRUE,FALSE,NA,NA
"19","RT @Tonywordsandpix: A @TfL employee and her brother sold failed mini-cab wannabes test answers to the Mickey Mouse 'Uber Knowledge' exam t…",FALSE,0,NA,2021-03-30 00:45:23,FALSE,NA,"1376697027090907139",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bill_football",14,TRUE,FALSE,NA,NA
