"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @BucyForTexas: The change in language in SB 7 re forms for people who drive 3+ voters to the polls looks like SB 9 from 2019. 

As I sai…",FALSE,0,NA,2021-03-26 18:26:52,FALSE,NA,"1375514605905043456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TYDRural",6,TRUE,FALSE,NA,NA
"2","@dawgtanian @FF_XIV_EN @SOKENsquareenix A Uber ride together with you and Soken would be the ultimate experience.
T… https://t.co/L14eELqbOl",FALSE,0,"dawgtanian",2021-03-26 18:26:52,TRUE,"1375514023265898497","1375514605586292737","82733089","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","alex_moukala",0,FALSE,FALSE,NA,NA
"3","@simon_schama Jess of Uber",FALSE,0,"simon_schama",2021-03-26 18:26:51,FALSE,"1375512568396058626","1375514602729922563","1707427058","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TherealSSB",0,FALSE,FALSE,NA,NA
"4","why is uber so fucking expensive lately wtfff",FALSE,0,NA,2021-03-26 18:26:48,FALSE,NA,"1375514589845024768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","perc3million",0,FALSE,FALSE,NA,NA
"5","RT @ZeffanieandBill: https://t.co/mPWeWvu7yE
Here's my new movie satire...Kenneth Tobey: Exciting Uber Driver! 
#Uber #KennethTobey #KenTob…",FALSE,0,NA,2021-03-26 18:26:45,FALSE,NA,"1375514577668988930",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LaShondaFelto12",1,TRUE,FALSE,NA,NA
"6","Girls, 13 and 15, Charged with Felony Murder for Alleged Carjacking of Uber Eats Driver https://t.co/1aulSvLqyn",FALSE,0,NA,2021-03-26 18:26:43,FALSE,NA,"1375514567032201220",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","demeemia",0,FALSE,FALSE,NA,NA
"7","RT @madhukishwar: My 5.43 pm trip to Ansal Villas by @Uber mentioned Vashishth as the name.of the driver.
But the driver who came was Asif…",FALSE,0,NA,2021-03-26 18:26:39,FALSE,NA,"1375514549760061441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sachin_karkera",317,TRUE,FALSE,NA,NA
"8","RT @LeloDlamini12: @Uber_Support WHY IS THIS STILL NOT ATTENDED TOO AND WHY DID THE DRIVER NOT COMMUNICATE THIS ON TOME. THIS HAPPENED AT 1…",FALSE,0,NA,2021-03-26 18:26:35,FALSE,NA,"1375514535222673411",NA,"<a href=""https://vchima.com"" rel=""nofollow"">test-shield-bot</a>","ShieldVoC",1,TRUE,FALSE,NA,NA
"9","@Uber_Support why do you need a year of driving experience to be an uber eats driver? Trying to earn extra money an… https://t.co/McgEeLbjof",FALSE,0,"Uber_Support",2021-03-26 18:26:33,TRUE,NA,"1375514524191612929","2815754953","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arthaleybop",0,FALSE,FALSE,NA,NA
"10","Uber to double number of Toronto technical staff, add rider, membership teams
https://t.co/uN1j8e5Srr https://t.co/b8dt8g4Zyy",FALSE,0,NA,2021-03-26 18:26:25,FALSE,NA,"1375514491576676357",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","BNNBloomberg",0,FALSE,FALSE,NA,NA
"11","@Anushkannot Can't off road or camp in an Uber",FALSE,1,"Anushkannot",2021-03-26 18:26:06,FALSE,"1375514123815972864","1375514412740608005","1106141206667497473","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sadotonin",0,FALSE,FALSE,NA,NA
"12","RT @springsnow_ptg: Can Cube just hire Unis to do the marketing for the boys. It's crystal clear that Pentagon aint the priority at this mo…",FALSE,0,NA,2021-03-26 18:26:06,FALSE,NA,"1375514411142500355",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fantasystic1",78,TRUE,FALSE,NA,NA
"13","@chacaranda @mnolangray I'm curious to know too. In the US too many people commute by car because they have no choi… https://t.co/KeSAHprLZB",FALSE,1,"chacaranda",2021-03-26 18:26:02,TRUE,"1375513608369565703","1375514394587660291","817869656992190465","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dbasch",0,FALSE,FALSE,NA,NA
"14","@badjin_rank No ... are they taxing you on a flat rate based on distance, or a percentage of your income per mile??… https://t.co/jU53SyOJoR",FALSE,0,"badjin_rank",2021-03-26 18:26:01,TRUE,"1375513805153701892","1375514391060246531","2996238347","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","C4Cypher",0,FALSE,FALSE,NA,NA
"15","@Oleinsha @thedopejayy @Tife_fabunmi Uber money no fit reach wetin d truck go deliver in a month",FALSE,0,"Oleinsha",2021-03-26 18:25:50,FALSE,"1375497948314927112","1375514347594641412","1341776795461402627","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eneojor_",0,FALSE,FALSE,NA,NA
"16","RT @DrWallkick: Jobs are rapidly being turned into app-based services and almost all of them involve driving, like uber or doordash, and th…",FALSE,0,NA,2021-03-26 18:25:40,FALSE,NA,"1375514305567723521",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pansexualbacon1",14,TRUE,FALSE,NA,NA
"17","@vincent13031925 Kind of makes you want to give up Uber and Lyft and ride a taxi again",FALSE,0,"vincent13031925",2021-03-26 18:25:38,FALSE,"1375513994207711237","1375514296604454912","1689516060","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","brian4NY",0,FALSE,FALSE,NA,NA
"18","Very misleading that I can order tide pods from the food section of uber",FALSE,0,NA,2021-03-26 18:25:35,FALSE,NA,"1375514284004806659",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LifePlusOne",0,FALSE,FALSE,NA,NA
"19","@LeloDlamini12 Hi Lelo, sorry to hear about this. Please DM us the mobile number linked to your account so that we can assist ASAP.",FALSE,0,"LeloDlamini12",2021-03-26 18:25:26,FALSE,"1375497844635938823","1375514243324203008","1345280042306334722","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Uber_Support",0,FALSE,FALSE,NA,NA
"20","RT @semisweet55: @valentinifrank @maroonporsche @watroswatros @MauriceBenard @lldubs @jeffkober @1SteveBurton @GeneralHospital A better que…",FALSE,0,NA,2021-03-26 18:25:25,FALSE,NA,"1375514241201885187",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IcedTea17",2,TRUE,FALSE,NA,NA
"21","For everyone seeing Brady Christensen's (#67) numbers and wondering, this is what he brings. He's an uber athlete o… https://t.co/2no25oiEvm",FALSE,0,NA,2021-03-26 18:25:21,TRUE,NA,"1375514223606779906",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","D_Harms19",0,FALSE,FALSE,NA,NA
"22","Straight guys are scary uno. I mention this because I'm specifically contrasting against my gay friend. This friend… https://t.co/bekUFs2eXj",FALSE,0,NA,2021-03-26 18:25:15,TRUE,NA,"1375514198365495297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gourddiaz",0,FALSE,FALSE,NA,NA
"23","@BishopFromArk Uber, but for Corpses.",FALSE,0,"BishopFromArk",2021-03-26 18:25:14,FALSE,"1375511010635735042","1375514195509137409","1050586786806796288","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChargesRico",0,FALSE,FALSE,NA,NA
"24","@fiddlefogg If you ask the uber driver, he takes you to the airport, provided that you pay him",FALSE,0,"fiddlefogg",2021-03-26 18:25:08,FALSE,"1375501084928655361","1375514169257025536","753931932275187712","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fisbetterthank",0,FALSE,FALSE,NA,NA
"25","RT @Wildlife_A_CREW: Have you heard of the Praying Mantis, a bizarre-looking, uber-vicious predator of the insect world ?

It minimizes ins…",FALSE,0,NA,2021-03-26 18:25:07,FALSE,NA,"1375514166723670017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoneWalker_256",2,TRUE,FALSE,NA,NA
"26","RT @Holbornlolz: Time for some tax and benefits audits in Batley.

That'll keep the minicab firms and the Uber drivers busy.",FALSE,0,NA,2021-03-26 18:25:07,FALSE,NA,"1375514165742166017",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","drbrianbrown",161,TRUE,FALSE,NA,NA
"27","8 days remaining!! 📦🚛 🏢
I can't wait to move back to the city of Alexandria. I'll be much closer to work, no more c… https://t.co/myckFZd6JX",FALSE,0,NA,2021-03-26 18:25:07,TRUE,NA,"1375514164035158021",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nextlevel726",0,FALSE,FALSE,NA,NA
"28","RT @lesedi_km: The transferal (as opposed to transformation) of settler-colonialism capitalist governing systems, will always create victim…",FALSE,0,NA,2021-03-26 18:25:05,FALSE,NA,"1375514157525598216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NotStanding",1,TRUE,FALSE,NA,NA
"29","@sadotonin People buying vehicles for the weekend anymore, with Uber and the metro being a thing now, seems weird to me.",FALSE,0,"sadotonin",2021-03-26 18:24:57,FALSE,"1375513480837492737","1375514123815972864","536107390","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anushkannot",0,FALSE,FALSE,NA,NA
"30","RT @Bloqport: “Remember, every mayor and every taxi cab commissioner tried to stop Uber. But 50 million Americans wanted it and now we have…",FALSE,0,NA,2021-03-26 18:24:54,FALSE,NA,"1375514111581151233",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mansoorndb",210,TRUE,FALSE,NA,NA
"31","RT @madhukishwar: My 5.43 pm trip to Ansal Villas by @Uber mentioned Vashishth as the name.of the driver.
But the driver who came was Asif…",FALSE,0,NA,2021-03-26 18:24:52,FALSE,NA,"1375514100940201985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jadhavdj11",317,TRUE,FALSE,NA,NA
"32","RT @miraclemiledeli: Satisfy your lunchtime cravings for Pastrami, Corned Beef and Brisket at Miracle Mile Deli. We offer dine in on our pa…",FALSE,0,NA,2021-03-26 18:24:49,FALSE,NA,"1375514091855339522",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chiclona",1,TRUE,FALSE,NA,NA
"33","@Uber_Support This should be fun. DM sent! I can’t wait to see what helpful customer service I receive now. I have… https://t.co/qu7w8ddBC0",FALSE,0,"Uber_Support",2021-03-26 18:24:48,TRUE,"1375512021504954370","1375514086360842245","2815754953","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jolzski",0,FALSE,FALSE,NA,NA
"34","@buntybuntzz Thanks for reaching out.

For help with your Driver-partner // Delivery Partner account please reach o… https://t.co/7UtoMPgrX2",FALSE,0,"buntybuntzz",2021-03-26 18:24:46,TRUE,"1375433674703912961","1375514077305348098","1671204786","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Uber_Support",0,FALSE,FALSE,NA,NA
"35","Must've worked as an uber eats driver before this gig!",FALSE,0,"Sw4gM4sterTyler",2021-03-26 18:24:45,FALSE,"1375513978453913603","1375514074935480320","1851568062","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sw4gM4sterTyler",0,FALSE,FALSE,NA,NA
"36","RT @cathrachica: R.I.P Rosa Parks you would’ve loved Uber and Lyft",FALSE,0,NA,2021-03-26 18:24:39,FALSE,NA,"1375514047177650177",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaybekoolin",7,TRUE,FALSE,NA,NA
"37","RT @semisweet55: @valentinifrank @maroonporsche @watroswatros @MauriceBenard @lldubs @jeffkober @1SteveBurton @GeneralHospital A better que…",FALSE,0,NA,2021-03-26 18:24:24,FALSE,NA,"1375513986054062084",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LinLovesFriz",2,TRUE,FALSE,NA,NA
"38","RT @cathrachica: R.I.P Rosa Parks you would’ve loved Uber and Lyft",FALSE,0,NA,2021-03-26 18:24:21,FALSE,NA,"1375513970396700675",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","destineejordyn",7,TRUE,FALSE,NA,NA
"39","RT @beexivelisse: My mom accidentally pressed her destination’s same address in CHICAGO yesterday on the Uber app. She didn’t notice and th…",FALSE,0,NA,2021-03-26 18:24:17,FALSE,NA,"1375513953703321601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jaidakisslooch",1,TRUE,FALSE,NA,NA
"40","RT @QuandaryMan: Taxis refusing to take unwary travelers to Dracula's castle was how we ended up with Uber. I bet Uber would take you to Dr…",FALSE,0,NA,2021-03-26 18:24:13,FALSE,NA,"1375513939853803524",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","saintwalker98",6,TRUE,FALSE,NA,NA
"41","RT @madhukishwar: My 5.43 pm trip to Ansal Villas by @Uber mentioned Vashishth as the name.of the driver.
But the driver who came was Asif…",FALSE,0,NA,2021-03-26 18:24:10,FALSE,NA,"1375513927832928256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anil5152",317,TRUE,FALSE,NA,NA
"42","Madeintyo dropped Uber Everywhere and took a Lyft out of the rap game 💀 https://t.co/UicLdAbzYN",FALSE,0,NA,2021-03-26 18:24:10,FALSE,NA,"1375513926373236739",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","taku_ave",0,FALSE,FALSE,NA,NA
"43","FREE £10 OFF YOUR FIRST x2 UBER EATS (UK) ORDERS! 
- when you use the code below: 

eats-dm57c9

- for new customer… https://t.co/Ak4GHsfXfV",FALSE,0,NA,2021-03-26 18:24:06,TRUE,NA,"1375513909600251905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EssaKha90708688",0,FALSE,FALSE,NA,NA
"44","How tf is a Uber ride to MLK from Washington like 14 bucks?? &amp; why tf isn’t there no riders for Lyft rn smh",FALSE,0,NA,2021-03-26 18:24:02,FALSE,NA,"1375513894483988481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ch0nkyCats",0,FALSE,FALSE,NA,NA
"45","They say the best things in life are worth WAITING for... nobody takes this statement more seriously than BRAAI BLO… https://t.co/jKMGHeA6gL",FALSE,2,NA,2021-03-26 18:23:57,TRUE,NA,"1375513871775977475",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DJAnkletap",0,FALSE,FALSE,NA,NA
"46","omg my housemates ordered uber eats but ive just started my liquid fast um",FALSE,0,NA,2021-03-26 18:23:57,FALSE,NA,"1375513869796339713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blandkcals",0,FALSE,FALSE,NA,NA
"47","RT @DrWallkick: Jobs are rapidly being turned into app-based services and almost all of them involve driving, like uber or doordash, and th…",FALSE,0,NA,2021-03-26 18:23:51,FALSE,NA,"1375513845859422210",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TerraChained",14,TRUE,FALSE,NA,NA
"48","#Florida is aptly nicknamed the Sunshine State, but did you know it's also the SunSET State - and for good reasons.… https://t.co/nogpDs1PZ5",FALSE,0,NA,2021-03-26 18:23:49,TRUE,NA,"1375513839161147393",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FloridaFirstTC",0,FALSE,FALSE,NA,NA
"49","@KitKatt_SW Same issue with uber n lyft in dfw area no drivers ever",FALSE,0,"KitKatt_SW",2021-03-26 18:23:40,FALSE,"1375439434691223563","1375513801273995264","1298772561283764225","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wolfy0589",0,FALSE,FALSE,NA,NA
"50","guys plz waiting for my uber eats to arrive so i can watch the new jjk ep i’m dying plz",FALSE,0,NA,2021-03-26 18:23:33,FALSE,NA,"1375513771863535620",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MOONSISLAND",0,FALSE,FALSE,NA,NA
"51","@AnthonyFloril Let's look into this. Please send us a direct message with the phone number associated with your Ube… https://t.co/dxQ8mn3MaR",FALSE,0,"AnthonyFloril",2021-03-26 18:23:33,TRUE,"1375507918225731586","1375513769862856705","3898578507","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","Uber_Support",0,FALSE,FALSE,NA,NA
"52","RT @the_1best: $UBER 5min 
Done Target 🎯 161.8% 
55.25 😍 https://t.co/u5XCp9wmQn",FALSE,0,NA,2021-03-26 18:23:29,FALSE,NA,"1375513753714786306",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trend1971",1,TRUE,FALSE,NA,NA
"53","Beacon Uber Alles https://t.co/HXgbewkDYz",FALSE,0,NA,2021-03-26 18:23:28,FALSE,NA,"1375513749868617728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dogsharkey",0,FALSE,FALSE,NA,NA
